Organization Name,Organization Name URL,Transaction Name,Transaction Name URL,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Type,Organization Industries,Announced Date,Lead Investors,Investor Names,Funding Stage,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Funding Rounds,Organization Location,Year,Organization Name Modified,id,name modified,url,stagename,Time Since Announced,Month,Classification
Rivool Finance,https://www.crunchbase.com/organization/rivool-finance,Pre Seed Round - Rivool Finance,https://www.crunchbase.com/funding_round/rivool-finance-pre-seed--1cb795d1,,USD,,Pre-Seed,"Blockchain, FinTech",2023-01-01,,,Seed,,,,,,,Yes,Fintech,,rivool.finance,,Seed,1,"Florianópolis, Santa Catarina, Brazil, South America",2023,rivoolfinance,,,,Nao tivemos acesso,606,1,Nao tivemos acesso
Catalisa,https://www.crunchbase.com/organization/catalisa,Angel Round - Catalisa,https://www.crunchbase.com/funding_round/catalisa-angel--cda823e0,1500000.0,BRL,283743.0,Angel,"Banking, FinTech, Information Technology, InsurTech, Software, Web3",2023-01-01,Certsys,Certsys,Seed,1500000.0,BRL,283743.0,,,,Yes,"Catalisa is leading the way in revolutionizing the financial services industry, and their platform is poised to shape the future of banking.",,catalisa.io,,Seed,2,"São Paulo, Sao Paulo, Brazil, South America",2023,catalisa,24484.0,catalisa,catalisa.io,Opportunity,606,1,Em análise
Kolor,https://www.crunchbase.com/organization/kolor-1806,Seed Round - Kolor,https://www.crunchbase.com/funding_round/kolor-1806-seed--1de53ec0,,USD,,Seed,"Farming, Forestry, Web3",2023-01-01,,Flori Ventures,Seed,,,,,,,Yes,Kolor links Patagonia to the rest of the globe so that anybody can use Web3 to protect lands from anywhere.,,kolorapp.com,,Seed,2,"Chile, Minas Gerais, Brazil, South America",2023,kolor,24526.0,kolor,kolorapp.com,Fazer Teste de Aderência,606,1,Nao tivemos acesso
insped,https://www.crunchbase.com/organization/insped-c53f,Seed Round - insped,https://www.crunchbase.com/funding_round/insped-c53f-seed--389ca21a,768000.0,USD,768000.0,Seed,"Finance, Financial Services, Information Technology, Robotic Process Automation (RPA), Software",2023-01-01,,"Rodrigo Weigand, Tasso Luiz Pereira da Silva",Seed,568000.0,USD,568000.0,,,,Yes,"Data Driven Platform, SaaS, Techfin, Data Science, Machine Learning, Robotic Process Automation, Risk, CRM, Compliance (KYC, KYS, AML, CFT)",,insped.com.br,,Seed,2,"Barueri, Sao Paulo, Brazil, South America",2023,insped,23851.0,insped,insped.com.br,Fazer Teste de Aderência,606,1,Nao tivemos acesso
Pods,https://www.crunchbase.com/organization/pods-9a64,Venture Round - Pods,https://www.crunchbase.com/funding_round/pods-9a64-series-unknown--9b2adff6,5600000.0,USD,5600000.0,Venture - Series Unknown,"Blockchain, Cryptocurrency, FinTech",2023-01-01,,Hash CIB,,,,,,,,Yes,The easiest way to hedge crypto.,,pods.finance,$1M to $10M,,3,"São Paulo, Sao Paulo, Brazil, South America",2023,pods,19517.0,pods,pods.finance,Discard,606,1,Pendente Classificação
Credmei,https://www.crunchbase.com/organization/credmei-securitizadora-s-a,Debt Financing - Credmei,https://www.crunchbase.com/funding_round/credmei-securitizadora-s-a-debt-financing--fc0b0185,18500000.0,USD,18500000.0,Debt Financing,"Financial Services, FinTech, Machine Learning",2023-01-01,,,,5000000.0,USD,5000000.0,18500000.0,USD,18500000.0,No,Credmei is a credit fintech that utilizes machine learning to fund small and medium-sized businesses through receivable prepayment.,,credmei.com.br,$1M to $10M,Seed,4,"Uberlândia, Minas Gerais, Brazil, South America",2023,credmei,23968.0,credmei,credmei.com.br,Zero,606,1,Pendente Classificação
Planne,https://www.crunchbase.com/organization/planne,Pre Seed Round - Planne,https://www.crunchbase.com/funding_round/planne-pre-seed--5382a716,1630000.0,BRL,296987.0,Pre-Seed,"E-Commerce, SaaS, Tourism",2023-01-01,,,Seed,600000.0,BRL,113497.0,,,,Yes,"Planne is a software development firm that helps parks, restaurants, museums, and inbound tourism agencies.",,planne.com.br,,Seed,3,"Gramado, Rio Grande do Sul, Brazil, South America",2023,planne,21107.0,planne,planne.com.br,Opportunity,606,1,Em análise
Evnts,https://www.crunchbase.com/organization/evnts,Seed Round - Evnts,https://www.crunchbase.com/funding_round/evnts-seed--deb31211,,USD,,Seed,"Apps, Enterprise Software, Events, Information Technology, Internet",2023-01-01,,Bossanova Investimentos,Seed,,,,,,,Yes,Evnts is an all-in-one event management software for corporate events. We reach better results with data-native solutions and integrations,,evnts.com.br,Less than $1M,Seed,4,"São Paulo, Sao Paulo, Brazil, South America",2023,evnts,9615.0,evnts,evnts.com.br,Zero,606,1,Pendente Classificação
Space home POD,https://www.crunchbase.com/organization/space-home-pod,Seed Round - Space home POD,https://www.crunchbase.com/funding_round/space-home-pod-seed--388c91aa,200000.0,USD,200000.0,Seed,"Construction, Industrial, Manufacturing",2023-01-01,,,Seed,200000.0,USD,200000.0,2600000.0,USD,2600000.0,Yes,"At Space Home POD, we combine modern design, technology, and mobility in high-quality, affordable housing.",,,,Seed,1,"Brasil, Sao Paulo, Brazil, South America",2023,spacehomepod,,,,Nao tivemos acesso,606,1,Nao tivemos acesso
Imoblist,https://www.crunchbase.com/organization/imoblist,Series A - Imoblist,https://www.crunchbase.com/funding_round/imoblist-series-a--2c1e7da6,,USD,,Series A,"Internet, Real Estate, Software",2023-01-01,,,Early Stage Venture,,,,,,,Yes,Imoblist,,imoblist.com.br,,Early Stage Venture,1,"Maringá, Parana, Brazil, South America",2023,imoblist,,,,Nao tivemos acesso,606,1,Nao tivemos acesso
Vivalisto,https://www.crunchbase.com/organization/vivalisto,Angel Round - Vivalisto,https://www.crunchbase.com/funding_round/vivalisto-angel--911b60d4,472465.0,USD,472465.0,Angel,"Real Estate, Real Estate Investment, Service Industry",2023-01-01,,"Anjos do Brasil, FEA Angels",Seed,44000.0,USD,44000.0,3130000.0,USD,3130000.0,Yes,"Vivalisto is a platform for realtors with websites, integrations, CRM, commercial and legal advice.",,vivalisto.com.br,Less than $1M,Seed,4,"São Paulo, Sao Paulo, Brazil, South America",2023,vivalisto,17344.0,vivalisto,vivalisto.com.br,Discard,606,1,Indefinido
Papoom,https://www.crunchbase.com/organization/papoom,Angel Round - Papoom,https://www.crunchbase.com/funding_round/papoom-angel--947f9fe5,,USD,,Angel,"Food and Beverage, Food Delivery, Marketplace",2023-01-01,,Anjos do Brasil,Seed,,,,,,,Yes,Pappom is an online food marketplace that links different buyers and sellers in local communities to do business and generate money.,,,,Seed,1,"Rio De Janeiro, Rio de Janeiro, Brazil, South America",2023,papoom,22108.0,papoom,tuduapp.com.br,Zero,606,1,Pendente Classificação
Vendah,https://www.crunchbase.com/organization/vendah,Seed Round - Vendah,https://www.crunchbase.com/funding_round/vendah-seed--e05303dd,4112246.0,USD,4112246.0,Seed,"E-Commerce, Marketplace, Social Shopping",2023-01-01,,Pioneer Fund,Seed,,,,,,,Yes,Vendah enables women in LATAM to earn extra money by reselling kitchen and homeware to neighbors and friends.,,vendah.com.br,$1M to $10M,Seed,3,"São Paulo, Sao Paulo, Brazil, South America",2023,vendah,18572.0,vendah,vendah.com.br,Portfolio,606,1,Portfolio
Growth Venture,https://www.crunchbase.com/organization/growth-venture,Seed Round - Growth Venture,https://www.crunchbase.com/funding_round/growth-venture-seed--a708067c,5000000.0,BRL,945811.0,Seed,"Advertising, E-Commerce, Information Technology, Marketing, Real Estate",2023-01-01,,,Seed,5000000.0,BRL,945810.0,,,,Yes,Growth Venture is a financial firm that offers investments to new and existing enterprises and also provides venture capital to startups.,,growthventure.com.br,,Seed,1,"Vila Velha, Espirito Santo, Brazil, South America",2023,growthventure,,,,Nao tivemos acesso,606,1,Nao tivemos acesso
"Yes, We Grow | Agricultura Urbana",https://www.crunchbase.com/organization/yes-we-grow-agricultura-urbana,"Angel Round - Yes, We Grow | Agricultura Urbana",https://www.crunchbase.com/funding_round/yes-we-grow-agricultura-urbana-angel--daa63748,1207656.0,USD,1207656.0,Angel,"Agriculture, Farming, Organic, Retail, Sales",2023-01-01,,Anjos do Brasil,Seed,630000.0,USD,630000.0,2240000.0,USD,2240000.0,Yes,"Yes, We Grow is a simple and efficient urban agriculture company that retails and sells seeds and plants online.",,yeswegrow.com.br,$1M to $10M,Seed,2,"São Paulo, Sao Paulo, Brazil, South America",2023,"yes,wegrow|agriculturaurbana",20422.0,yeswegrow,yeswegrow.com.br,Discard,606,1,Indefinido
CISP1,https://www.crunchbase.com/organization/cisp1,Pre Seed Round - CISP1,https://www.crunchbase.com/funding_round/cisp1-pre-seed--50bf6fde,2000000.0,USD,2000000.0,Pre-Seed,"Artificial Intelligence (AI), Cloud Computing, Cyber Security, Information Technology, Internet of Things, Software",2023-01-02,,,Seed,2000000.0,USD,2000000.0,,,,Yes,"Solutions & Managed Services Provider skilled in AI, Cloud & Cyber, providing bespoke solutions through channels to simplify IT consumption.",,cisp1.io,,Seed,1,"São Paulo, Sao Paulo, Brazil, South America",2023,cisp1,,,,Nao tivemos acesso,605,1,Nao tivemos acesso
Lovecrypto,https://www.crunchbase.com/organization/lovecrypto,Seed Round - Lovecrypto,https://www.crunchbase.com/funding_round/lovecrypto-seed--5acdbcb9,100000.0,USD,100000.0,Seed,"Blockchain, Financial Services",2023-01-03,,,Seed,,,,,,,Yes,Lovecrypto is fintech company that develops crypto accessible and useful in the community.,,lovecrypto.net,,Seed,2,"Pernambuco, Pernambuco, Brazil, South America",2023,lovecrypto,16238.0,lovecrypto,lovecrypto.net,Discard,604,1,Indefinido
Zero Carbon,https://www.crunchbase.com/organization/zero-carbon-312e,Seed Round - Zero Carbon,https://www.crunchbase.com/funding_round/zero-carbon-312e-seed--237ff48b,675000.0,BRL,124081.0,Seed,Environmental Engineering,2023-01-03,,,Seed,600000.0,BRL,109499.0,,,,Yes,Since 2019 working to contribute to a cleaner and more sustainable environment.,,zerocarbonbr.com,,Seed,2,"Belo Horizonte, Minas Gerais, Brazil, South America",2023,zerocarbon,,,,Nao tivemos acesso,604,1,Nao tivemos acesso
Conexão Solar,https://www.crunchbase.com/organization/conexão-solar,Angel Round - Conexão Solar,https://www.crunchbase.com/funding_round/conexão-solar-angel--0398b838,,USD,,Angel,"Clean Energy, Energy, Energy Management, Renewable Energy, Solar",2023-01-05,,WOW Aceleradora,Seed,,,,,,,Yes,Conexão Solar provides and develops infrastructure and services on solar energy.,,conexaosolar.com.br,,Seed,1,"Florianópolis, Santa Catarina, Brazil, South America",2023,conexãosolar,,,,Nao tivemos acesso,602,1,Nao tivemos acesso
Estoca,https://www.crunchbase.com/organization/estoca,Series A - Estoca,https://www.crunchbase.com/funding_round/estoca-series-a--ad5e71fb,9950851.0,USD,9950851.0,Series A,"E-Commerce, Logistics, SaaS",2023-01-05,,FJ Labs,Early Stage Venture,,,,,,,Yes,"Estoca allows multi-channel businesses to deliver goods in less than 2 days in the main Brazilian cities, with hassle-free setup.",,estoca.com.br,,,6,"São Paulo, Sao Paulo, Brazil, South America",2023,estoca,10348.0,estoca,estoca.com.br,Discard,602,1,Nao tivemos acesso
Csmart.ai,https://www.crunchbase.com/organization/csmart-ai,Seed Round - Csmart.ai,https://www.crunchbase.com/funding_round/csmart-ai-seed--e2d549ad,,USD,,Seed,"Artificial Intelligence (AI), Image Recognition, Machinery Manufacturing",2023-01-06,"ProfilePrint, Sucafina","ProfilePrint, Sucafina",Seed,,,,,,,Yes,Csmart.ai creates image identification solutions that are powered by AI.,,csmart.ai,Less than $1M,Seed,1,"Campinas, Goias, Brazil, South America",2023,csmart.ai,,,,Nao tivemos acesso,601,1,Nao tivemos acesso
PayVox,https://www.crunchbase.com/organization/payvox,Seed Round - PayVox,https://www.crunchbase.com/funding_round/payvox-seed--c54b32c9,1000000.0,BRL,191402.0,Seed,,2023-01-08,,,Seed,1000000.0,BRL,191402.0,,,,Yes,Startup focused on payment processing (Payment),,payvox.tech,,Seed,1,"Contagem, Minas Gerais, Brazil, South America",2023,payvox,,,,Nao tivemos acesso,599,1,Nao tivemos acesso
iCred,https://www.crunchbase.com/organization/icred,Venture Round - iCred,https://www.crunchbase.com/funding_round/icred-series-unknown--19fcd4ab,300000000.0,BRL,57086304.0,Venture - Series Unknown,"Financial Services, FinTech, Online Portals",2023-01-09,,,,300000000.0,BRL,57086303.0,,,,Yes,iCred is a smart credit and online fintech platform that offers personal credit and loan services for individuals.,,icred.digital,,,1,"Aracaju, Sergipe, Brazil, South America",2023,icred,,,,Nao tivemos acesso,598,1,Nao tivemos acesso
med.driven,https://www.crunchbase.com/organization/med-driven,Pre Seed Round - med.driven,https://www.crunchbase.com/funding_round/med-driven-pre-seed--1a2f9abc,300000.0,BRL,57086.0,Pre-Seed,"Hospital, Software",2023-01-09,ACE Ventures,ACE Ventures,Seed,300000.0,BRL,57086.0,,,,Yes,med.driven provides software for hospital management and control processes.,,meddriven.com,,Seed,1,"São Paulo, Sao Paulo, Brazil, South America",2023,med.driven,3793.0,med.driven,meddriven.com,Discard,598,1,Indefinido
Kenzie Academy Brasil,https://www.crunchbase.com/organization/kenzie-academy-brasil,Venture Round - Kenzie Academy Brasil,https://www.crunchbase.com/funding_round/kenzie-academy-brasil-series-unknown--2a979589,38000000.0,BRL,7221647.0,Venture - Series Unknown,"E-Learning, EdTech, Training",2023-01-10,SRM Asset,SRM Asset,,30000000.0,BRL,5768897.0,,,,Yes,Kenzie Academy Brasil is an education institution that teach programming languages.,,kenzie.com.br,,,2,"Paraná, Espirito Santo, Brazil, South America",2023,kenzieacademybrasil,10347.0,kenzieacademy,kenzie.com.br,Discard,597,1,Pendente Classificação
Frizata,https://www.crunchbase.com/organization/frizata,Series A - Frizata,https://www.crunchbase.com/funding_round/frizata-series-a--f5efa818,9500000.0,USD,9500000.0,Series A,"Fast-Moving Consumer Goods, Food and Beverage, Food Processing, Snack Food",2023-01-10,,"Angel Ventures, RG Nutri, SP Ventures",Early Stage Venture,3000000.0,USD,3000000.0,,,,Yes,Frizata is a D2C flexitarian frozen food-tech company.,,frizata.com,,Early Stage Venture,3,"São Paulo, Sao Paulo, Brazil, South America",2023,frizata,,,,Nao tivemos acesso,597,1,Nao tivemos acesso
Transfeera,https://www.crunchbase.com/organization/transfeera,Series A - Transfeera,https://www.crunchbase.com/funding_round/transfeera-series-a--26dd9e11,7000000.0,BRL,1356510.0,Series A,"Banking, Finance, Financial Services, FinTech",2023-01-11,"4um Investimentos, Honey Island Capital","4um Investimentos, Bossanova Investimentos, Curitiba Angels, Goodz Capital, Honey Island Capital, Opus",Early Stage Venture,7000000.0,BRL,1356510.0,,,,Yes,Transfeera is a platform that generates savings with each transfer between banks and also allows its customers to reduce errors.,,transfeera.com/sobre,$10M to $50M,M&A,4,"Joinville, Santa Catarina, Brazil, South America",2023,transfeera,9617.0,transfeera,transfeera.com,Discard,596,1,Indefinido
Viziomed,https://www.crunchbase.com/organization/viziomed,Seed Round - Viziomed,https://www.crunchbase.com/funding_round/viziomed-seed--9d4574b0,1000000.0,BRL,193787.0,Seed,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Information Technology",2023-01-11,DOMO.VC,DOMO.VC,Seed,1000000.0,BRL,193787.0,,,,Yes,Viziomed offers artificial intelligence solutions for image-oriented health diagnostic services such as radiography and mammography.,,viziomed.com.br,,Seed,2,"Recife, Bahia, Brazil, South America",2023,viziomed,18390.0,viziomed,viziomed.com.br,Portfolio,596,1,Portfolio
